Id,AccountId,Name,Title,Email,Phone,Seniority_Level__c,Decision_Maker__c
003O6XaltdYdhp4KAh,001ADkE6eGECEBJ6Du,Paul Powell,Senior Manager,paul.powell@www.mack.co.uk,797.498.9557x667,Senior,False
0030l5q814RtbYfdt9,001iESSb9jGM4FjW2q,Norma Blanchard,Senior Vice President,norma.blanchard@www.preston.fr,,C-Level,True
003UvQWWHIneWQzEnQ,001iESSb9jGM4FjW2q,Jessica White,Senior Manager,jessica.white@www.preston.fr,523-835-3172x493,C-Level,True
003fo7mwwlZtGfhNOW,001aMhPEwiIKmiICwx,Mary Murphy,Principal,mary.murphy@www.garciachen.com,685.506.8919,Mid-Level,True
0030jyWEYklSihDraa,001aMhPEwiIKmiICwx,Justin Reynolds,Principal,justin.reynolds@www.garciachen.com,,Mid-Level,False
003tY5vOV22153GJgM,001c9RAzkaujg13bHl,Lauren Bird,Investment Manager,lauren.bird@www.newdouglasinvestment.co.uk,,Senior,False
003ROYkzkFFJoXMH1k,001c9RAzkaujg13bHl,Antonio Hooper,Partner,antonio.hooper@www.newdouglasinvestment.co.uk,,Senior,True
00351QavPAHyXtnGZQ,001c9RAzkaujg13bHl,Sarah Hill,Investment Manager,sarah.hill@www.newdouglasinvestment.co.uk,891-579-0120,Junior,True
003QLTU5N3ta8BMFS2,001jrKN7CRCnK32EWa,Sandra Blevins,Director,sandra.blevins@example.com,,C-Level,True
003q56ZnsujplWQFrW,001jrKN7CRCnK32EWa,Amy Kelly,Partner,amy.kelly@example.com,,Junior,True
0035gdP55uCHSA8fzw,001jrKN7CRCnK32EWa,Christopher Johnson,Managing Director,christopher.johnson@example.com,,Junior,False
003HvMf9cgeDDmLAyR,001Sol8fCawoeYDlrN,Brenda Butler,Senior Manager,brenda.butler@www.smithedwards.com,,Junior,False
003x4VEvamf9faf8iG,001Lp3b7idmczkzyqa,Janet Johnson,COO,janet.johnson@www.wilsonball.fr,936.470.1708,Mid-Level,True
003Z4NasOvtrkYI706,001Lp3b7idmczkzyqa,Nicholas Snow,Director,nicholas.snow@www.wilsonball.fr,(449)740-4578x66435,Senior,True
003m1wfccx0CHosXny,001Xv8LOM4ajAa5RQH,Tommy Cunningham,COO,tommy.cunningham@www.sullivan.co.uk,(792)465-7795x445,Senior,True
003xDXkaofVGhYf2sh,001Xv8LOM4ajAa5RQH,Samantha Sanders,Analyst,samantha.sanders@www.sullivan.co.uk,,Mid-Level,True
0035WbEdAF34NMZap9,001Xv8LOM4ajAa5RQH,Craig Goodwin,COO,craig.goodwin@www.sullivan.co.uk,,Senior,False
003G66DYopJfHExyiw,001LiDsiUSeqpRPdSM,John Shah,Investment Manager,john.shah@www.cooleyassociates.net,802-897-2018x165,Junior,True
003U1IH29OneOpxXe7,001LiDsiUSeqpRPdSM,Michael Zimmerman,Investment Manager,michael.zimmerman@www.cooleyassociates.net,,Junior,True
0034LnAlx7MnyFfWiB,001LiDsiUSeqpRPdSM,John Choi,Senior Manager,john.choi@www.cooleyassociates.net,668-836-4202,Junior,True
003O0sHeFQiAEtqpRA,001Dw0x3UVxfv2bZ8R,Hunter Adams,CEO,hunter.adams@example.com,,Senior,False
00356jNipnwaDgs18X,001Dw0x3UVxfv2bZ8R,Sherri Guzman,Managing Director,sherri.guzman@example.com,294-704-4898,C-Level,True
003sttBZtnfElGlrBo,001Dw0x3UVxfv2bZ8R,Chris Walters,Managing Director,chris.walters@example.com,(678)604-8050x4267,C-Level,True
003lIpRKi8Dnla9Ymk,001N40zSVqBQtpJPIn,Jeremiah Reynolds,CIO,jeremiah.reynolds@www.weiss.net,436-337-2710x15730,C-Level,True
0039VgSc0lCrseKrLW,001wrAiLWTsUR9EZk8,Janet Flores,Vice President,janet.flores@www.white.net,2374855285,Mid-Level,True
0037GX6HNr2VMshggC,001wrAiLWTsUR9EZk8,Adam Perez,CIO,adam.perez@www.white.net,001-983-332-5763,C-Level,False
003yfYkXtBE72AJww2,001oaph0Q5VuKTgigK,Brandy Townsend,CFO,brandy.townsend@www.plcinvestment.fr,+1-286-589-1859x38388,Mid-Level,True
003tJiJf2u9gM8sgHL,001YkuaD2Thsq4Adi9,Michelle Andrews,CFO,michelle.andrews@example.com,,Junior,True
00300AN2EydbWTCg8Z,001YkuaD2Thsq4Adi9,Kendra Stevens,Portfolio Manager,kendra.stevens@example.com,,C-Level,True
003T8PMSKD6Djuqm5I,001NHgcUElbART42ZC,Mark Peters,Analyst,mark.peters@www.harrismiller.de,,Mid-Level,True
003BMXs1fV8Yj5pvNU,001JL9y4iZCYQvqGIS,Wendy Roman,CFO,wendy.roman@example.com,841.277.5785x15492,C-Level,True
003mxXlWTNabrzk9hc,001JL9y4iZCYQvqGIS,Kathleen Luna,Senior Vice President,kathleen.luna@example.com,001-205-317-8655x327,Junior,False
003I5oZhCRyQnnjMdV,001JL9y4iZCYQvqGIS,Laura Higgins,COO,laura.higgins@example.com,386.260.0129x01085,C-Level,True
003mdpGj1aFdyqp5hL,001aEJmdRuMjZPKr4H,Megan Allen,Portfolio Manager,megan.allen@example.com,,Junior,False
003j0q7BqBEpksZ4UA,001aEJmdRuMjZPKr4H,Laurie Perez,CFO,laurie.perez@example.com,(714)555-0255x240,Senior,True
0038bFZESv5CS7xGVB,001eHeGinQbPrERl07,Jeffrey Rice,Senior Manager,jeffrey.rice@example.com,2667187516,Mid-Level,False
003i30mO43k0mBiLMv,001eHeGinQbPrERl07,Theresa Hernandez,COO,theresa.hernandez@example.com,+1-648-944-0557x53897,Mid-Level,False
003GEvrXuGWzD8JlV5,001h8TrXaSQVuGg8hw,Brian Harrell,Portfolio Manager,brian.harrell@example.com,,C-Level,True
003A1rNDYfXthQcC6r,001h8TrXaSQVuGg8hw,Jean Ford,Investment Manager,jean.ford@example.com,,Junior,False
003KOmdusuOCJGN9Vs,001qqipy3xxJ6amjBs,Stephanie Adams,Vice President,stephanie.adams@www.oconnor.net,9076245689,C-Level,False
003DkIqKp67yveOmZQ,001qqipy3xxJ6amjBs,Matthew Hooper,Senior Vice President,matthew.hooper@www.oconnor.net,8845509054,C-Level,True
003pTqNkZOYJ5QtWiC,001qqipy3xxJ6amjBs,Linda Sutton,CFO,linda.sutton@www.oconnor.net,,Junior,False
003JtIUvaHLtCv624n,001d7JGoCbv5HeQXTA,Scott Mata,Senior Manager,scott.mata@www.mckinney.fr,,Senior,False
003Y3RH5pdJCohpp4m,001c6jVxszZ5dauHzv,Annette Beck,Vice President,annette.beck@www.stricklandhaveninvestment.co.uk,,Junior,True
003G6CHgKAslgSDc0H,001c6jVxszZ5dauHzv,Marc Solis,Director,marc.solis@www.stricklandhaveninvestment.co.uk,,C-Level,True
003UdZvPqadUb2N6SN,001c6jVxszZ5dauHzv,Debra Gonzalez,Principal,debra.gonzalez@www.stricklandhaveninvestment.co.uk,,C-Level,False
003XitDiWVNebGPmNI,001UfH5OgnWQu2bQRV,Cynthia Parker,Analyst,cynthia.parker@www.lakemarkinvestment.de,001-620-808-6797x4807,Mid-Level,True
003426OuqZMtVU2r0i,001UfH5OgnWQu2bQRV,Luke Alexander,Partner,luke.alexander@www.lakemarkinvestment.de,7305380875,Senior,True
003CjZAMtKLOfrM4rM,001KFt7hSjGNlZxkVR,Aaron Adams,CFO,aaron.adams@www.browncardenas.de,(523)941-3360,Mid-Level,True
003BNdGGKXsPdSueaZ,001KFt7hSjGNlZxkVR,Jennifer Snyder,Partner,jennifer.snyder@www.browncardenas.de,(908)710-9946,Mid-Level,True
003oZi6IJfqA9XNXXf,001KFt7hSjGNlZxkVR,Victoria Stewart,CFO,victoria.stewart@www.browncardenas.de,(434)810-0998,Junior,True
003ovod0JVp3q7FWtb,001MW5DbaSjoVpBkOH,Patricia Stephenson,Vice President,patricia.stephenson@www.smithassociates.net,,Mid-Level,True
003q5zFNm8110I0EcH,001TBUp1uq2JAdE3Vl,Kevin Chavez,CFO,kevin.chavez@www.westwesleylandinvestment.net,,C-Level,False
003Q7EwcJ4ulpbjhDn,001TBUp1uq2JAdE3Vl,Richard Harris,Principal,richard.harris@www.westwesleylandinvestment.net,,C-Level,False
003Ule4qAel6uB6KfU,001Vw0LB25HqNeb0Wh,Heather Woodward,Director,heather.woodward@example.com,+1-560-902-1433x4515,Junior,False
003ewyheN89dpxs6t8,001Vw0LB25HqNeb0Wh,Paul Wilson,Partner,paul.wilson@example.com,267.689.9015,Junior,True
003vt18PkNIh7jRRKZ,001Vw0LB25HqNeb0Wh,Jennifer Barnett,CFO,jennifer.barnett@example.com,205-886-8337x302,Junior,True
003q25ar9FtqZbK2VJ,0010RVVwFGmBxrABgf,Brett Thompson,Investment Manager,brett.thompson@www.incinvestment.net,,C-Level,True
003XLtIX2CJ89onuUp,001MjcrOKgWN9WRfkk,Carol Rodriguez,Senior Manager,carol.rodriguez@example.com,667.689.4283x634,C-Level,True
003Mm16EOehVLcPsIz,001MjcrOKgWN9WRfkk,John Brooks,Senior Vice President,john.brooks@example.com,001-215-554-1157,C-Level,False
003oAt6BzEihtCTLa2,001MjcrOKgWN9WRfkk,Amanda Mcdonald,CFO,amanda.mcdonald@example.com,505-635-4092,Senior,False
003v3HrSc9iC9Dm0H4,001XFWwZzZz0XV6QqM,Nicole Velazquez,Director,nicole.velazquez@www.bennett.de,,Mid-Level,True
003GqWLBtVTXbqDE4J,00187P1gmKjs1u3ieD,Joshua Rasmussen,COO,joshua.rasmussen@www.ltdinvestment.fr,+1-689-372-4275x446,Senior,False
003lDQchtcZnsQzyeW,001azbgHk8JHMr5fll,Peter Johnson,Senior Vice President,peter.johnson@www.plcinvestment.de,001-818-256-7874x283,Senior,False
003woYWDQidehalpRl,001azbgHk8JHMr5fll,John Dean,CEO,john.dean@www.plcinvestment.de,,Mid-Level,True
003i4ibjojYYVmb6oY,001azbgHk8JHMr5fll,Victoria Mejia,Senior Manager,victoria.mejia@www.plcinvestment.de,383.747.0794x9344,Senior,False
003hHy5HAOSztAdD7K,001Rl5Ar6QvGXxRvo8,Nancy Turner,Investment Manager,nancy.turner@www.barber.co.uk,(802)612-9491x72793,C-Level,False
0031ht7g5ckTL5a84E,001hInu0JMICW5hF03,Dawn Silva,Investment Manager,dawn.silva@www.stephens.com,001-754-370-2375x158,Mid-Level,False
003vPvB4Jc8CI1vF5N,001hInu0JMICW5hF03,Haley Gilbert,Analyst,haley.gilbert@www.stephens.com,8978128307,Junior,False
003Ms5zOloBwY5CEP1,001hInu0JMICW5hF03,Melissa Castillo,Investment Manager,melissa.castillo@www.stephens.com,(645)584-5822x9699,Senior,False
003MBmy36i4mBkkfQ1,001xnd0M7WR3pnULyi,Phyllis Murphy,CIO,phyllis.murphy@www.conleytowninvestment.net,,Senior,True
003JFJZ6wTNaWHH3XF,001xnd0M7WR3pnULyi,Alice Porter,Principal,alice.porter@www.conleytowninvestment.net,(853)802-0903x15225,C-Level,False
003TT5hUNHW9W7Funx,001xnd0M7WR3pnULyi,Stephanie Kemp,Managing Director,stephanie.kemp@www.conleytowninvestment.net,8029264609,Senior,True
0035FSBpgCYmNMOLD7,001xCLmnyGEa5ut6rq,Chelsea Johnson,Partner,chelsea.johnson@www.southbrandytowninvestment.com,(970)349-1791,C-Level,True
003UmNDBya3Lg5LU7k,001Ft1JMW0t5vENCLx,Marcus Turner,CEO,marcus.turner@www.morriswolf.co.uk,,Mid-Level,True
003VfKIimbTcXQVNv8,001Ft1JMW0t5vENCLx,Tanya Hoffman,CIO,tanya.hoffman@www.morriswolf.co.uk,,Junior,False
003bu8eDfrl7qiFcbN,001n2FoLVCUFdi28RK,John Dixon,Vice President,john.dixon@www.taylorassociates.com,466.439.5918,Senior,False
003T1mnBIJbt7EYlfy,001n2FoLVCUFdi28RK,Kimberly Duncan,CFO,kimberly.duncan@www.taylorassociates.com,4699706389,Senior,True
003EBwlU6YHQJZREFC,001n2FoLVCUFdi28RK,Susan Logan,CFO,susan.logan@www.taylorassociates.com,,Mid-Level,True
0039mNdkAB4VnXGym4,001lmd4lfC3pUErG1g,Kevin Lawson,CIO,kevin.lawson@www.espinoza.co.uk,8922448280,Senior,False
003I58RBmDrGkW9qaU,001lmd4lfC3pUErG1g,Pamela Garcia,CFO,pamela.garcia@www.espinoza.co.uk,,Senior,True
00359ekuKz2KKcwZs5,001lmd4lfC3pUErG1g,Michael Armstrong,COO,michael.armstrong@www.espinoza.co.uk,363.717.2260x0001,Mid-Level,True
003XlzeExbnLiyOyBy,001Fn7sF08oKM8wDaY,Matthew Brown,Senior Manager,matthew.brown@www.lakelisainvestment.com,001-875-982-0892x03944,Senior,True
003brmaOo40zTicveq,001Fn7sF08oKM8wDaY,Elizabeth Johnson,Partner,elizabeth.johnson@www.lakelisainvestment.com,,C-Level,True
003VhYUbt0dpuZdT5g,00183BVLvmxTxuJZ3z,William Hansen,Investment Manager,william.hansen@example.com,001-979-971-9098x9362,Senior,True
003qesViv0GGvKsxv1,001oqVUz5JIvc86rpP,Robert Evans,Analyst,robert.evans@www.southryaninvestment.co.uk,(846)285-0635x17496,Junior,True
003Wbu7xvG8K6yanGZ,0011DniYVGhpfJDsbn,Brenda Smith,Partner,brenda.smith@www.groupinvestment.net,+1-709-456-3046x85329,Mid-Level,True
003JuKKjw8cfDNJMQ8,0011DniYVGhpfJDsbn,Shirley Bell,COO,shirley.bell@www.groupinvestment.net,,Senior,True
003ErU4V1NSAPiy7AT,0011DniYVGhpfJDsbn,Rebecca Miller,CEO,rebecca.miller@www.groupinvestment.net,(603)369-3221,Junior,False
003Qn7XF4rfrDsRpdH,001Fl7Ys1a6TZNI97V,Betty Norton,CEO,betty.norton@www.perry.com,+1-761-882-4168x1027,Mid-Level,False
003nxenT6vnbhAoaV8,001Fl7Ys1a6TZNI97V,Chase Walker,CFO,chase.walker@www.perry.com,(880)868-6738x352,Junior,False
0030fi9U8pbGNu3nHx,00141X3IiINPSbUVMz,Christian Mckinney,Senior Vice President,christian.mckinney@www.ballfleming.co.uk,,Mid-Level,False
003MdQapQCRwFHNbIi,00141X3IiINPSbUVMz,Morgan Mitchell,CIO,morgan.mitchell@www.ballfleming.co.uk,(670)973-1915,Junior,True
003DaFYlDxn0tPLpiu,00149ZDOqqX2Vu7jJv,Christine Mcdonald,CEO,christine.mcdonald@www.llcinvestment.de,,Senior,False
003vZMl4ptG26tWFxB,001uBQvxXM52aPh2Cp,David Kelly,Senior Manager,david.kelly@example.com,578.980.1229x2943,Mid-Level,True
003ZdTCyDsLbMgsWLz,001uBQvxXM52aPh2Cp,Gabrielle Rodriguez,Partner,gabrielle.rodriguez@example.com,,C-Level,False
003R9iQ2W8L00n796C,001LSPGEJ8UZMbjLUK,Jennifer Collins,Partner,jennifer.collins@www.carlson.co.uk,,C-Level,True
003BIN4GZCyLz9NaCJ,001LSPGEJ8UZMbjLUK,Carla Waters,COO,carla.waters@www.carlson.co.uk,001-735-904-7465x661,Junior,True
003aZfj8b4KIudI9nC,001LSPGEJ8UZMbjLUK,Melanie Klein,Vice President,melanie.klein@www.carlson.co.uk,,Mid-Level,False
0037Y9ag8VMRyGwHAa,001a87VPNwpWMhEx4Q,Daniel Sullivan,Senior Vice President,daniel.sullivan@www.ltdinvestment.net,,Junior,True
003JbLuQT5Fo6xKBuz,001WVk14dovXmYJFBp,Kristine Harris,Principal,kristine.harris@www.williams.co.uk,,Senior,False
0036NUAAyz5SsmJFCo,001WVk14dovXmYJFBp,Brooke Hall,CFO,brooke.hall@www.williams.co.uk,,Mid-Level,True
003r8pYdv2FXRVzlNF,001WVk14dovXmYJFBp,Deborah Gregory,COO,deborah.gregory@www.williams.co.uk,,C-Level,False
003jLhEShi6qTXewLV,0015jxd29mhJ3lWtLv,Jose Jensen,Portfolio Manager,jose.jensen@example.com,001-318-980-0640x89461,C-Level,True
003rNfV5JmnyBZbNI2,001U7L7WnPar4VKDpw,Eric Cooke,Analyst,eric.cooke@www.northmatthewinvestment.fr,545-556-1577,Senior,True
003oeAlKEC0wEJBezJ,001xlxzKkMuefAp1Gl,Marcus Carpenter,CIO,marcus.carpenter@www.allen.com,,C-Level,False
003HryUIafTGzJnEVS,001xlxzKkMuefAp1Gl,Jonathan Cantrell,CEO,jonathan.cantrell@www.allen.com,562-773-6481,Mid-Level,False
00315QiFoXHV6q0rWk,001jp069f30ihb50Pb,Tamara Andrews,COO,tamara.andrews@www.reynoldsbailey.co.uk,,C-Level,True
003SUOb9SuoIzcKe7k,001jp069f30ihb50Pb,Suzanne Shea,Partner,suzanne.shea@www.reynoldsbailey.co.uk,,Senior,True
0039JKFSdUNLiMQzZs,001KECFOP5vvlJOMFK,Gina Frost,Analyst,gina.frost@www.wilson.co.uk,299.935.6215,C-Level,True
003jYHLDIAS5fr9H6J,001KECFOP5vvlJOMFK,Candice Vega,Managing Director,candice.vega@www.wilson.co.uk,001-239-360-0593,Senior,True
0038OhjKVsycr1v1Ie,001KECFOP5vvlJOMFK,Judith Murphy,Managing Director,judith.murphy@www.wilson.co.uk,888.529.7594x95828,Senior,True
003wDgoXfzjtv2HuVL,001SwG2gSIQbSYLyqV,Austin Coffey,CFO,austin.coffey@www.mullins.com,,Mid-Level,True
003X51AT309R40GFN6,001SwG2gSIQbSYLyqV,Dawn Fleming,Principal,dawn.fleming@www.mullins.com,889.260.3445x301,Senior,True
003WzbhSg1iUs18SrZ,001Ur2RPpG90QltaF0,Seth Estrada,Investment Manager,seth.estrada@www.moranconley.co.uk,+1-225-817-2975x20760,Junior,True
003dHXQTIBDYqaus1M,001Ur2RPpG90QltaF0,Martha Li,Director,martha.li@www.moranconley.co.uk,,Mid-Level,True
003Tf61djeT5WQG8vR,001kLs0G9E6FQDiUB3,Donna Bell,COO,donna.bell@example.com,(669)530-1866,C-Level,True
